id;F1;CodF1;F2a;F2b;F3_1;F4;F5;F6;F7;F8;A1;A2_1;A2_2;A2_3;A2_4;A3a_1;A3a_2;A4_1;A4_2;A4_3;A4_4;A4_5;A4_6;A4_7;A4_8;A4_9;A4_10;A4_11;A4_12;A4_13;A5;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;A6_11;A7_1;A7_2;A7_3;A7_4;A7_5;A7_6;A7_7;A7_8;A7_9;A7_10;A7_11;B1_1;B1_2;B1_3;B1_4;B1_5;B1_6;B1_7;B1_8;B1_9;B1_10;B1_11;B2_1;B2_2;B2_3;B3_1;B3_2;B3_3;B3_4;B3_5;B3_6;B4_1;B4_2;B4_3;B4_4
657;23;3;2;2;Huesca;1;4;4;2;1;4;1;0;1;0;the sims;simcity;4;3;5;2;4;5;4;4;1;4;5;5;4;6;4;4;1;1;4;1;1;1;3;2;2;4;4;4;2;3;2;4;4;1;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
656;25;3;2;2;Martos;3;4;3;1;1;4;1;1;1;0;Fortnite;Supermarket simulator;3;4;3;3;4;4;1;4;1;5;5;5;5;1;4;4;2;4;3;4;2;4;4;1;1;4;5;4;2;4;4;4;4;2;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
655;22;3;2;2;Albacete;4;3;3;1;1;2;1;0;1;0;Minecraft;Roblox;4;4;3;4;4;4;4;4;4;4;2;4;1;4;4;4;3;1;1;2;4;4;4;4;4;1;4;1;4;4;2;2;1;2;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
653;20;3;2;2;Zaragoza;1;5;3;1;1;2;0;0;0;1;Candycrush;Unsolved;2;5;2;3;4;5;1;1;1;4;5;4;4;1;5;2;1;1;1;5;5;4;4;1;3;2;5;5;4;2;5;3;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
650;24;3;2;2;Gijon;5;5;3;1;1;3;1;1;1;1;Lol;Cod;3;4;4;4;4;5;5;5;5;5;5;5;5;3;4;2;1;5;5;4;4;4;4;3;1;1;5;4;5;1;3;4;5;5;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
648;25;3;1;1;Madrid;4;6;4;2;1;2;0;1;1;1;Mario Kart;Minecraft;5;4;2;2;4;2;2;2;1;4;4;2;4;3;2;4;1;2;2;1;4;2;4;1;1;2;5;2;2;4;4;4;4;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
647;18;2;1;1;las gabias;3;4;3;1;1;3;1;1;1;0;minecraft;fornite;5;4;4;4;4;4;4;4;4;4;3;4;4;3;5;4;4;4;5;5;4;5;5;4;5;3;5;3;5;5;5;5;5;5;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
645;23;3;1;1;Andújar;3;4;4;1;1;3;0;0;1;0;Lord mobile;8 ball pool;4;5;3;4;4;2;1;3;1;4;5;4;4;1;4;1;1;1;1;2;4;2;4;1;1;1;4;5;4;1;5;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
644;23;3;1;1;Alzira;2;3;3;2;1;1;1;1;0;0;Heroes of the Storm;God of War;1;4;2;1;4;4;2;2;2;4;5;4;5;2;4;1;1;1;2;1;1;1;1;2;3;2;5;5;5;2;4;2;4;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
643;25;3;2;2;Madrid;4;6;3;2;1;3;1;1;1;1;League of legends;Fortnite;5;4;5;5;4;3;4;4;3;5;5;2;4;4;1;5;1;5;4;4;4;2;5;5;4;3;5;4;5;4;4;5;2;2;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
641;25;3;2;2;Córdoba;3;5;2;2;1;1;0;0;0;1;Roblox;Brawl Stars;5;4;5;2;4;5;5;5;3;4;4;3;3;4;5;2;3;4;3;2;2;3;2;3;3;4;5;4;3;3;4;1;3;3;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
640;21;3;2;2;Gorliz;6;2;4;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;3;4;5;4;5;4;5;1;3;4;5;5;4;5;2;2;4;5;3;4;5;4
639;24;3;2;2;Valencia;2;5;4;1;1;2;0;1;1;1;Hay day;Rummikub;3;4;3;3;4;3;2;4;2;2;2;2;4;4;3;4;2;3;4;4;2;3;3;3;3;3;4;3;2;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
638;22;3;1;1;Martorell;1;3;2;2;1;4;1;1;1;1;Gta;Call of duty;5;4;3;2;3;4;4;2;3;4;4;4;5;4;3;4;2;3;3;2;3;2;4;2;3;3;5;4;5;3;5;4;3;5;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
636;25;3;2;2;La laguna;7;5;2;1;1;1;0;0;1;0;Hayday;Gardenscape;4;2;4;4;3;2;1;1;2;2;3;2;3;1;2;4;1;3;2;2;2;2;4;1;1;1;5;2;2;1;2;4;4;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
634;24;3;2;2;Alicante;2;2;3;2;1;1;0;1;1;0;Los sim;Space jam;3;4;4;2;4;2;3;3;4;3;4;4;3;4;3;3;2;3;4;3;4;4;3;3;3;4;3;2;4;4;3;4;2;3;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
632;24;3;1;1;MADRID;4;6;3;2;1;4;1;0;0;0;CALL OF DUTY;KINGDOM HEARTS;4;5;4;2;3;5;4;4;1;5;5;5;1;4;1;4;1;1;4;1;1;4;5;1;1;1;3;1;3;1;4;5;1;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
627;19;2;1;1;Barcelona;1;6;3;1;1;3;1;1;0;0;Football Manager;FC 25;4;4;5;4;3;4;5;5;5;5;5;4;5;5;4;5;2;3;4;4;3;2;4;3;5;1;5;3;4;2;5;5;3;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
625;18;2;1;1;Santander;6;4;3;2;1;4;0;1;1;0;Clash Royale;Fifa;5;3;4;4;4;3;1;3;2;3;3;3;3;5;3;5;3;1;1;1;4;3;5;1;3;1;5;2;5;3;2;5;3;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
624;25;3;1;1;Montaverner;2;1;2;2;1;2;1;0;1;0;Minecraft;Call of duty;5;5;5;5;5;4;5;5;3;2;3;2;1;7;5;5;2;4;5;3;2;2;5;5;1;1;1;2;1;1;3;5;1;4;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
623;23;3;2;2;Vigo;5;5;4;1;1;2;0;1;1;0;Candy Crush;Fifa;4;4;4;4;4;4;1;1;1;4;4;1;4;1;4;1;1;4;1;4;4;4;4;1;4;1;4;4;5;1;4;4;4;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
621;23;3;2;2;Madrid;4;6;4;2;1;2;1;1;1;0;Pokemon;Genshin;4;3;4;3;4;4;3;2;2;4;3;3;3;4;5;4;2;4;4;4;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
620;18;2;1;1;Barcelona;1;6;3;2;1;3;0;1;0;0;Star Wars Battlefront II;EA Sports FC25;2;5;3;2;5;5;1;4;1;5;5;5;5;1;5;1;1;1;5;5;5;5;5;1;5;4;5;5;5;5;5;1;5;5;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
618;25;3;2;2;A coruña;5;5;4;2;1;1;1;0;1;0;Parchís;Buscaminas;3;4;2;3;4;3;2;2;1;4;3;4;3;1;4;3;1;1;1;1;1;1;1;1;1;1;5;3;4;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
616;18;2;1;1;Madrid;4;6;3;1;1;2;0;0;1;0;COD;Fifa;4;4;3;4;4;5;4;4;4;3;4;4;4;2;4;4;3;4;4;4;4;3;4;3;4;4;4;3;4;4;4;4;4;3;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
614;20;3;2;2;Barcelona;1;6;3;2;1;1;0;0;1;0;Candy crush;Parchís;4;3;4;3;4;3;1;3;1;5;5;5;3;1;3;2;3;2;3;1;2;3;2;1;1;4;3;1;2;3;4;2;3;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
612;23;3;1;1;Llucmajor;1;4;3;2;1;3;1;0;1;0;Clash Royale;Counter-Strike 2;4;3;4;3;3;4;3;5;5;4;4;4;4;3;4;3;4;4;4;4;4;4;3;2;1;2;5;4;4;4;4;4;4;3;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
611;23;3;2;2;Úbeda;3;4;4;2;1;2;1;0;0;0;Valorant;Silent hill;4;5;4;5;5;4;5;5;5;4;5;5;4;4;5;4;5;5;4;5;4;4;5;4;4;5;4;5;5;5;4;5;4;4;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
609;21;3;2;2;Villanueva del Pardillo;4;3;3;2;1;3;0;0;1;0;Idlbank;Hay day;5;4;3;2;5;3;1;3;1;4;4;4;4;1;5;3;2;1;1;4;4;3;4;1;1;1;4;4;4;1;4;3;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
605;21;3;2;2;Madrid;4;6;3;1;1;2;1;1;1;1;Poker;Mincraft;4;3;5;4;3;3;4;4;3;4;4;4;4;5;3;3;3;4;4;3;3;4;4;3;3;3;3;3;3;4;3;3;3;3;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
604;19;2;2;2;fuenlabrada;4;5;3;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;3;3;4;3;3;3;3;3;3;4;3;4;4;3;2;3;3;3;3;4;3;3
598;17;2;1;1;Albacete;2;5;3;1;1;3;1;0;0;0;League of Legends;Rust;4;3;4;1;4;5;1;1;1;5;4;2;3;1;1;4;1;1;1;4;4;4;5;1;1;1;5;4;5;1;4;5;3;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
596;22;3;2;2;Jaén;3;3;3;1;1;3;1;1;1;0;Acción;Aventuras;5;3;4;4;1;5;1;1;1;4;5;5;4;4;5;5;1;2;1;1;1;4;5;4;5;1;5;5;5;1;5;2;5;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
594;23;3;2;2;madrid;4;6;3;1;1;1;0;0;1;0;bricksbreaker;tower war;4;4;3;3;4;5;1;1;1;3;4;4;4;1;3;1;1;1;1;1;1;1;1;1;1;1;4;4;5;1;4;4;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
593;21;3;2;2;Santa Cruz de Tenerife;7;5;3;1;1;3;0;0;1;0;2048 Blast;Block travel;5;4;4;3;4;4;2;2;2;4;2;1;3;2;5;4;2;4;4;5;4;5;4;2;2;5;5;4;4;2;5;4;2;2;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
591;24;3;1;1;reus;1;4;4;1;1;2;1;1;0;0;magic the gathering arena;hearthstone;4;4;3;3;2;5;1;1;2;4;4;4;5;3;4;2;1;1;1;3;2;2;4;1;4;4;2;4;5;2;3;4;4;5;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
590;24;3;1;1;asturias;5;5;3;2;1;3;1;0;0;0;rust;marvel rivals;5;4;4;5;2;4;5;2;4;4;2;2;3;3;5;5;4;4;5;4;5;5;5;4;2;1;4;1;1;2;5;4;2;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
589;20;3;2;2;Valencia;2;5;3;1;1;2;1;1;0;1;Los sims 4;Minecraft;4;4;3;4;2;2;1;4;1;5;4;4;4;1;3;4;2;4;4;2;1;4;5;1;1;2;5;3;4;1;4;2;1;2;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
585;23;3;1;1;Madrid;4;6;4;2;1;4;1;1;1;0;League of Legends;Minecraft;4;5;4;4;5;4;5;5;4;5;5;4;4;4;4;4;3;5;5;4;4;4;5;4;4;4;5;4;5;4;5;4;5;4;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
583;23;3;1;1;Bilbao;6;5;3;2;1;2;1;0;1;0;Lol;Atlas Earth;4;4;4;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
582;18;2;1;1;Ceuta;3;1;3;1;1;3;0;1;0;0;GTA v;Roblox;4;5;5;4;5;4;5;5;5;2;5;4;4;2;4;4;5;4;5;4;5;4;4;3;3;4;4;4;5;4;5;4;4;2;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
578;23;3;2;2;Mahon;1;4;4;2;1;2;0;0;1;0;Candy crush;Domino;2;2;3;1;1;4;1;1;1;4;5;5;5;1;4;3;1;1;1;4;3;3;1;1;2;1;4;5;2;3;4;1;4;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
575;18;2;2;2;Girona;1;5;3;1;1;2;1;1;0;0;Fornite;Minecraft;5;4;2;4;5;5;5;5;5;4;5;3;5;4;5;1;4;4;4;5;5;5;5;2;4;4;5;5;5;5;5;4;5;5;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
574;24;3;1;1;Badajoz;4;5;4;2;1;4;1;1;1;0;Csgo;League of legends;5;3;4;3;5;3;5;4;4;5;3;3;3;4;4;5;5;5;4;5;3;3;5;3;3;3;5;5;5;4;5;4;3;3;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
570;23;3;2;2;Moratalaz;4;4;4;2;1;4;1;0;1;0;Fortnite;Clash Royale;5;4;3;5;4;3;4;5;4;2;4;3;5;4;5;4;3;4;2;5;4;2;3;4;4;5;4;3;2;5;2;4;5;5;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
569;18;2;1;1;Barcelona;1;6;3;1;1;3;1;1;0;0;Call Of Duty Black Ops III;Fortnite;2;4;3;2;3;5;4;4;2;5;5;5;4;3;3;2;4;4;4;4;2;3;5;1;3;2;5;4;4;2;5;3;5;5;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
568;25;3;2;2;Malaga;3;5;2;3;1;1;0;1;1;1;Clase royal;Marbel;5;3;4;3;4;4;3;2;4;4;4;4;4;3;4;5;4;3;3;3;1;3;3;2;1;1;5;1;5;1;1;5;1;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
564;21;3;2;2;monzón;1;3;4;2;1;2;1;0;1;1;Fornite;Roblox;3;4;5;4;5;4;2;4;3;4;4;3;4;4;4;4;4;3;4;4;3;4;3;4;3;4;4;4;3;3;5;4;5;4;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
563;21;3;2;2;Barcelona;1;6;4;2;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
561;22;3;1;1;Madrid;4;6;3;2;1;2;0;0;1;0;Zepeto;Mobile Legends;4;2;4;4;4;4;5;4;2;4;5;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
560;22;3;2;2;Becerril de la sierra;4;2;3;3;1;1;0;0;1;0;Dados;Combinacion de palabras;2;3;4;2;1;2;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;3;2;2;3;2;2;2;3;2;2;2;2;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
559;23;3;2;2;Tavernes de la Valldigna;2;3;4;1;1;1;0;0;1;0;Juegos de granja;Jurgis de unir objetos;3;2;3;4;4;4;1;1;1;4;5;3;4;1;4;4;1;2;1;5;5;4;5;1;1;1;5;4;4;1;5;3;3;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
556;25;3;1;1;Barcelona;1;6;3;1;1;2;1;0;0;0;Fifa;ad;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
552;23;3;2;2;Ermua;6;3;3;2;1;1;0;1;0;0;sims; ;3;3;3;3;3;3;3;3;3;4;4;4;4;3;1;1;5;1;3;2;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
551;24;3;1;1;Fuenlabrada;4;3;3;2;1;2;1;1;1;0;Brawl star;Fortnite;2;4;3;1;5;5;4;5;1;5;4;4;3;3;5;1;3;1;5;1;1;4;3;1;1;5;5;4;5;2;5;2;5;5;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
550;23;3;2;2;León;5;5;3;2;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;3;2;1;3;5;2;4;5;4;5;4;5;5;4;4;5;2;4;2;4;5;4
548;23;3;2;2;Móstoles;4;4;3;1;1;1;0;0;0;1;Parchís;Rival stars;4;4;4;4;4;4;5;4;4;4;4;4;4;1;4;1;1;4;4;4;5;5;5;4;4;4;4;4;5;4;4;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
547;24;3;1;1;Lusa;6;2;4;2;1;1;1;0;0;0;Kingdom Hearts;RPGMAKER MV;3;2;2;2;2;5;4;2;2;4;4;5;5;2;5;1;4;3;4;4;4;4;2;2;2;2;4;4;4;4;5;2;4;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
546;20;3;2;2;Madrid;4;6;3;1;1;3;0;1;1;1;Hay day;Cooking feever;4;4;4;3;4;5;1;4;1;4;4;4;4;1;4;1;1;4;1;4;4;4;4;1;4;1;5;4;4;4;4;2;1;1;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
544;18;2;1;1;Valencia;2;5;3;1;1;3;1;0;1;0;Darksouls;Brawl stars;3;4;4;3;4;4;1;2;1;5;4;4;4;1;4;2;1;3;1;4;4;4;4;1;1;1;5;4;4;2;4;5;5;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
542;24;3;2;2;Madrid;4;6;3;2;1;1;0;0;1;0;Happy dinner;Island;4;5;4;4;4;4;4;2;3;4;4;5;4;3;4;1;4;1;4;1;1;2;1;1;1;4;4;4;4;2;4;4;1;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
541;20;3;1;1;barcelona;1;6;3;1;1;4;1;0;0;0;fc25;valorant;4;3;4;4;4;3;2;4;4;4;4;3;3;5;3;4;3;3;4;3;3;3;4;3;4;2;4;3;4;3;4;4;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
536;20;3;1;1;Majadaonda;4;3;3;2;1;2;1;1;0;0;Valorant;Minecraft;4;4;5;4;4;3;2;4;2;3;4;4;4;4;4;4;3;4;3;4;3;2;3;3;3;3;3;4;4;3;4;3;3;2;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
535;23;3;2;2;Escalona Toledo;4;2;4;2;1;1;0;1;1;0;Mario Bros;Among us;5;4;5;4;5;5;2;2;4;5;4;4;5;4;5;1;1;1;1;1;1;2;2;1;3;5;5;5;5;4;5;4;5;5;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
532;20;3;2;2;Sevilla;3;5;3;1;1;1;0;1;0;0;Fortnite;GTA V;4;4;3;3;2;3;2;2;2;3;4;4;5;1;3;2;2;1;2;4;3;3;3;2;2;2;4;3;3;4;3;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
531;19;2;1;2;Vigo;5;4;3;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;4;5;3;2;4;2;5;4;5;5;4;5;5;5;4;4;4;4;5;4;4;4
530;19;2;2;2;Sevilla;3;5;3;1;1;2;0;1;1;0;Mario kart;The legend of zelda;5;2;5;4;4;4;3;1;4;4;3;3;4;2;2;1;1;1;2;4;4;2;4;4;1;1;2;2;5;4;4;5;2;3;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
528;25;3;2;2;Álora;3;3;3;2;1;3;1;1;1;0;Roblox;Minecraft;3;1;1;1;1;1;1;1;1;5;5;5;5;1;5;2;1;1;1;4;4;5;4;1;1;5;5;5;5;3;2;2;5;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
525;25;3;2;2;Llagostera;1;2;3;2;1;2;0;1;1;0;Minecraft;sims;4;4;3;3;4;3;5;2;2;3;4;4;4;4;4;5;5;5;3;1;2;2;4;2;4;5;5;5;5;3;4;4;2;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
523;25;3;1;1;Sevilla;3;5;4;1;1;2;0;1;0;0;Fifa;Call of duty;4;5;2;3;5;5;1;4;1;4;5;3;4;1;4;3;4;1;1;2;4;4;4;1;2;1;4;5;5;1;5;4;4;4;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
519;24;3;2;2;Bilbao;6;5;4;2;1;2;1;1;0;0;Fortnite;Minecraft;4;4;4;5;5;5;4;4;5;5;5;5;4;3;4;5;3;4;5;4;4;5;4;3;4;4;4;4;4;4;4;4;4;4;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
518;24;3;1;1;Candelaria;7;2;3;2;1;3;0;1;0;0;Fifa;The last of us;4;4;3;3;2;4;3;2;2;3;4;4;2;3;2;3;2;2;4;1;2;2;4;3;2;2;4;4;4;2;4;4;2;2;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
515;23;3;2;2;Arrigorriaga;6;2;4;2;1;1;0;1;0;0;Resident evil;Gta;4;3;2;1;1;5;1;1;1;3;3;5;4;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
513;19;2;2;2;Valencia;2;4;3;1;1;1;1;0;0;0;League of legends;Minecraft;5;3;3;4;4;2;1;2;2;4;3;4;4;3;5;4;1;3;4;1;2;4;4;3;2;2;5;4;5;4;4;4;4;3;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
512;21;3;2;2;almeria;3;5;3;3;1;2;1;0;1;1;read dead redention 2;gta v;4;3;4;3;3;4;4;3;4;3;3;3;3;2;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
508;24;3;1;1;Madrid;4;6;2;2;1;2;1;1;1;0;Brawl Stars;Fifa;4;4;3;4;2;3;4;3;5;4;3;3;4;4;4;3;3;5;4;4;5;3;2;3;4;4;3;4;4;5;3;2;4;4;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
505;19;2;1;1;Valencia;2;5;2;2;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;4;1;3;2;2;2;2;5;3;2;4;5;3;4;5;4;4;5;1;5;5;5
501;23;3;2;2;Murcia;2;5;4;1;1;3;1;1;1;1;Mario party;Counter;4;5;4;2;4;2;4;5;5;3;2;3;4;6;4;2;2;5;5;4;2;4;5;4;5;5;5;2;5;5;5;4;5;2;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
497;25;3;2;2;Barcelona;1;6;3;2;1;3;0;1;0;0;Call of duty 6;Taxi Life;4;2;1;3;4;4;1;2;2;5;5;4;3;1;2;1;2;2;2;4;2;2;2;2;2;1;1;1;1;1;1;4;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
496;18;2;1;1;Albacete;2;5;3;1;1;2;0;1;0;0;Fornite;Fifa;5;4;5;4;4;3;2;1;2;5;3;3;3;1;2;2;2;2;2;4;3;4;4;2;2;4;5;4;5;5;5;4;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
495;22;3;2;2;Sevilla;3;5;3;3;1;3;1;1;1;1;League of leyends;Wild rift;4;3;4;1;4;5;5;4;5;3;4;5;4;6;2;5;2;5;4;5;5;5;4;4;2;2;5;4;5;3;5;5;4;5;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
